review,review_length,sentiment,purchased,received_for_free,votes_up,votes_funny,date_created,date_updated,author_num_games_owned,author_num_reviews,author_playtime_forever_min,author_playtime_at_review_min
controls are utter wank,23,1,1,0,0,1,2026-04-02,2026-04-02,171,2,13,9
Controller support doesn't work,31,0,1,0,4,2,2026-04-02,2026-04-02,0,74,7,7
"I dont know a lot about enigma drm or whqatever just know:
it doesnt use tab, shift or mouse just keyboard but idrc its essientally a direct port of the original pc port , but idrc .
its good though i just dont know a lot about much pc things  :/
i  love this game though",274,1,1,0,0,0,2026-04-02,2026-04-02,0,13,43,25
"This is where it all started. Everyone knows the 2002 remake did it best, but I still think this game is great and worth buying if you’ve never played it or if you just love the franchise like I do. The biggest flaw for me is there are still no achievements. I want to earn them all!

Also, Capcom, please put Clock Tower and Haunting Ground on Steam!",351,1,1,0,47,2,2026-04-02,2026-04-02,0,18,71,71
My favourite Resident Evil is finally on steam,46,1,1,0,0,0,2026-04-02,2026-04-02,15,2,30,12
im pregnant with jills baby,27,1,1,0,4,2,2026-04-02,2026-04-02,274,3,9,9
,0,1,1,0,0,0,2026-04-02,2026-04-02,151,177,1248,5
"Capcom releases the OG RE trilogy and Breath of Fire IV on Steam on April Fool's Day?

More like .. April Cool's Day, amirite?

It's a great way for players new to the series to experience the original games since at least in Jill's campaign (haven't tried Chris yet), you don't have to worry about ink ribbons. My muscle memory forces me to go check every spot there used to be an ink ribbon though. It's also really nice being able to skip the door animations. I also forgot how satisfying it is decapitating two zombies with one shotgun shell.

For new players, just pick Jill for your first run and go in blind. It's not so tough -- you got this!

CAPCOM, GIVE ME BREATH OF FIRE III ON STEAM AND MY LIFE IS YOURS!",717,1,1,0,1,1,2026-04-02,2026-04-02,0,57,264,96
"Doesn't work on Steam Deck.

To get it working, I had to use Protontricks to manually install the .reg files, I also had to add ddraw to the wineconfig library. Video files still unfortunately play small.

More info by chumm: https://steamcommunity.com/sharedfiles/filedetails/?id=3697492100",291,0,1,0,17,4,2026-04-02,2026-04-02,812,46,752,94
Great that its on PC now. Doesn't even run on Linux though.,59,0,1,0,11,4,2026-04-02,2026-04-02,414,8,6,6
hehe Jill sandwhich hehe so funny,33,1,1,0,1,1,2026-04-02,2026-04-02,61,26,641,8
PEAK,4,1,1,0,0,0,2026-04-02,2026-04-02,0,393,251,23
What an awesome time to be an RE fan! Getting RE9 and being able to go play the OG trilogy is exactly what I've been craving!! What a great year for RE (ALSO PLEASE BRING CODE VERONICA OG AS WELL),196,1,1,0,3,0,2026-04-02,2026-04-02,0,5,26,11
i already brought all 3 on gog and ill buy all 3 again i love these games. resident evil 1 is amazing come get lost in the mansion again !!,139,1,1,0,8,0,2026-04-02,2026-04-02,208,6,517,8
erm.. wesker.. the residents here may be evil!!,47,1,1,0,3,0,2026-04-02,2026-04-02,229,71,10,10
The Residents were evil 😮,25,1,1,0,5,2,2026-04-02,2026-04-02,0,53,13,13
"Of the first three OG games, this is biggest ""you can take it or leave it"" of them. The 2002 Remake improves on this game in such a way, that skipping this and going straight to that one is usually considered the recommended path for first time RE players. 
Although, I will say, the dialogue in this one is so entertaining. Like in a ""it's so bad it's good"" way. All the line deliveries sound like they just did it in one take and moved on. Some newer players let it ruin their experience of the game, and honestly, they need to loosen up and not take it so serious. There's many voice lines in this game that are Still iconic memes to this day. 
Overall though I'd say it's still worth visiting at some point after you've beaten the Remake. If for anything, just so you can see how far the series has come, and even carry over some of the knowledge you learned in the remake, to use here.",890,1,1,0,1,0,2026-04-02,2026-04-02,652,202,35,35
"""Let's report this to Wesker!""

Make sure to check out the recently released fan film Resurrection: A Biohazard Story on the Residence of Evil channel on YT to see some of the original actors in these roles again",212,1,1,0,5,0,2026-04-02,2026-04-02,0,74,31,31
Beautiful to see the OG trilogy finally on Steam.  Please add achievements and Steam Deck support!,98,1,1,0,3,0,2026-04-02,2026-04-02,0,222,488,9
almost became a jill sandwich,29,1,1,0,1,0,2026-04-02,2026-04-02,0,5,91,91
"Where it all began. An absolute classic, even though it has some jank. There's still something special about playing the game that started it all. An absolute masterclass and survival horror pioneer.",199,1,1,0,32,2,2026-04-02,2026-04-04,221,11,340,181
"Update: Follow this guide to get the game running on SteamOS/Linux: https://steamcommunity.com/sharedfiles/filedetails/?id=3697492100

So! This release is not great. For me, I own it and the other two classic RE games just to own them on Steam. If that's what you want, stop reading this review and just buy them for the library entries. 

But for a game to actually play? You're in for a bit of a mess without installing mods - and by installing mods, I mean deleting everything Steam downloads and dragging over the installation of a better version of RE1. 

Out of 1, 2 and 3 this is the second best port. Controls almost work perfectly out of the box... if you're willing to use only the joystick to move, anyway. I've got a little tip for classic RE games: Using the joystick sucks. Tank controls work best with a DPad, and the Xinput implementation here doesn't want to let you use the Dpad in bindings. 

Getting past that, it's the classic RE1 PC port experience. The game runs a little fast by default - not to the extent of an unpatched install of RE1PC, but this is still a game that wants to run as fast as your CPU will let it. 

And then you gotta look at it. This isn't really the fault of this port, these are pre-rendered backgrounds in a game that came out a year and a half or so in the PS1's life; they're low res 320x200 images and they're highly compressed. At modern resolutions you're gonna be seeing compression block artifacts as big as your hand. For someone who grew up with these games, I can look past it, but for someone who has never even smelled an RE game older than 4 it will probably be super distracting. 

But - it's still the PC port, and that means you have a couple of cool features. Beating the game will get you some unlockable machine guns which no other version of RE1 has. You can skip door loading scenes, and the intro is uncut and in full color. Jill has unlimited saves on her first playthrough and Chris...

Well, Chris is still hardmode. 

Also, weird DRM, strange choice for games that were already re-released on GOG and for this one in particular which is 30 years old.

But I love Resident Evil. I want Capcom to know I still love these old games to death and will crawl through broken glass to play them. But I can't recommend purchasing them unless you've got the same classic RE brainrot. There are better ways to play this classic game.",2396,0,1,0,100,4,2026-04-02,2026-04-04,940,10,95,95
"""What? Oh! Oh Noooooo!""",23,1,1,0,1,0,2026-04-02,2026-04-02,0,2,18,5
That was too close. You were almost a Jill sandwich!,52,1,1,0,5,1,2026-04-02,2026-04-02,196,35,10,10
Capcom we definitely need steam achievements on this game!!!,60,1,1,0,26,0,2026-04-02,2026-04-02,0,27,92,6
"Wow, what a mansion!",20,1,1,0,2,0,2026-04-02,2026-04-02,996,42,88,24
"Finally out after being stuck on GOG or emulation unfortunately DRM in this version but you can change the exe with a drm free, hd mods like SeamlessHD do work as well",167,1,1,0,1,0,2026-04-02,2026-04-05,77,3,295,235
"I though it was April fool when one of RE's fans said the original classic RE1 - RE3 are released... But it turned out to be real. Though it is not remastered, but it runs well on my PC. Capcom provided new setting for steam user to play this game at up to 4k resolution.

Old but classic. 10/10. RE fans, including young ones, you all should collect this!",356,1,1,0,16,1,2026-04-02,2026-04-02,855,59,5,5
"DO NOT BUY RE1 FROM STEAM, BUY IT FROM GOG.

Now that that's out of the way: This version of RE1 has a lot of the improvements from the GOG release, adds unnecessary DRM, and doesn't work at all on Steam Deck. This mirrors the exact same issues that DC1 and DC2 had when they came to Steam, and it's been over a month since those came out so I doubt Capcom would ever fix those issues here.

Windowed mode is broken, no steam overlay, no achievements, minor graphical issues, and more. These issues persist over ALL 3 original games.

There is absolutely no benefit to buying the game from Steam when all it does is add DRM and be less accessible than the already great GOG releases.

UPDATE 1: It is now possible to play all OG games on steam deck via proton experimental.",773,0,1,0,1082,45,2026-04-02,2026-04-10,1390,30,18,18
The best game ever created 🚬,28,1,1,0,6,0,2026-04-02,2026-04-02,0,10,717,13
"It's a great game, although my PC has a hard time handling such stunning and powerful graphics...",97,1,1,0,34,115,2026-04-02,2026-04-02,566,18,518,22
"After 31 hours, this game remains an absolute masterpiece of classic horror.
⠀⠀⠀⠀⠀⠀⠀⣠⣤⣾⣿⣿⣿⣿⣿⣶⣄⡀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⢠⠛⠋⠉⠛⠋⠛⠛⠙⠿⣿⣷⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠸⣀⣀⣀⣤⣤⣤⣤⣶⡆⣿⢿⡇⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⢿⣻⣟⣿⢷⡼⠿⢟⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠉⡉⠀⠀⠀⣠⣴⣶⣻⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⢢⣤⣴⣿⠀⢲⣾⣿⣿⣿⡏⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⢻⣿⡦⠤⠼⢿⣿⣿⣿⡇⢠⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠻⣶⣶⣿⡿⠋⠁⠈⢀⣾⣧⡀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠉⠀⠀⠀⠀⣰⣿⣿⣿⣷⢀⡀⠀
⠀⠀⠀⠀⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠘⣿⣿⣿⢏⣿⣿⣷
⣠⣴⣾⣿⣿⣿⡟⠁⠀⠀⠠⣤⣤⣤⢀⣤⣴⠂⠘⣿⠋⣾⣿⣿⣿",362,1,1,0,4,0,2026-04-02,2026-04-28,377,7,1876,1876
"we need steam os / steam deck support and cloud save option! capcom, come on!

and yes its finally on steam. i love it so far.",126,1,1,0,340,3,2026-04-02,2026-04-02,1259,4,232,14
esta mjr la version del lefitas,31,1,1,0,0,0,2026-04-02,2026-04-02,204,16,20,15
Gimme my Jill Sandwich!!!,25,1,1,0,6,4,2026-04-02,2026-04-03,9623,42,6,6
"Finally CAPCOM brought their classic trilogy to Steam, I couldn't resist and bought all 3 games! 
I have a lot of affection for this franchise, THANK YOU CAPCOM!!!",163,1,1,0,103,4,2026-04-02,2026-04-02,0,59,322,10
